accountnumber,alcoholrecipienttype,altemail,altname,altphone,balancesearch,billingratecard,buyingreason,buyingtimeframe,campaignevent,category,comments,companyname,consolbalancesearch,consoldaysoverduesearch,consoldepositbalancesearch,consoloverduebalancesearch,consolunbilledorderssearch,contact,convertedtocontact,convertedtocustomer,creditholdoverride,creditlimit,cseg_bb_sales_chann,currency,custentity1,custentity_2663_customer_refund,custentity_2663_direct_debit,custentity_2663_email_address_notif,custentity_9572_custref_file_format,custentity_9572_dd_file_format,custentity_9572_ddcust_entitybank_sub,custentity_9572_ddcust_entitybnkformat,custentity_9572_refcust_entitybnkformat,custentity_9572_refundcust_entitybnk_sub,custentity_9997_dd_file_format,custentity_auto_bill_customer,custentity_bb_edi_customer,custentity_bb_sps_routing_key,custentity_bb_sps_vendor_no,custentity_bdc_customer_name,custentity_bdc_lastupdatedbyimport,custentity_bdc_shortname,custentity_bdc_sync_exclude,custentity_ccc_accrual_retail_mkt,custentity_ccc_acctmgr,custentity_ccc_auto_email_approved_inv,custentity_ccc_auto_gen_batch_prnt_label,custentity_ccc_auto_generate_po_ack,custentity_ccc_collections_rep,custentity_ccc_cust_class_sales_chan,custentity_ccc_customerid_to_sps,custentity_ccc_ehub_api_key,custentity_ccc_ehub_charge_for_shipping,custentity_ccc_ehub_ret_addr_1,custentity_ccc_ehub_ret_addr_2,custentity_ccc_ehub_ret_city,custentity_ccc_ehub_ret_company_name,custentity_ccc_ehub_ret_country,custentity_ccc_ehub_ret_first_name,custentity_ccc_ehub_ret_last_name,custentity_ccc_ehub_ret_phone,custentity_ccc_ehub_ret_state,custentity_ccc_ehub_ret_zip,custentity_ccc_ehub_shipping_markup_perc,custentity_ccc_include_in_dunning,custentity_ccc_multiple_email_addresses,custentity_ccc_pct_accrual_pricing,custentity_ccc_pct_accrual_spoilage,custentity_ccc_sales_channel_suite_conne,custentity_ccc_se_ltl_contact_email,custentity_ccc_se_ltl_contact_name,custentity_ccc_se_ltl_contact_phone_numb,custentity_ccc_send_edi_sps_asn,custentity_ccc_ship_with_ccs,custentity_ccc_ship_with_ehub,custentity_ccc_sps_configreq,custentity_ccc_uploaded_from_nurished,custentity_department,custentity_mancini_customer,custentity_naw_trans_need_approval,custentity_packship_customer_packinstruc,custentity_revenue_recognition,custentity_rfs_customer_labelgroup,custentity_rfs_edi_customer,custentity_rfs_edi_print_asn,custentity_rfs_edi_print_ucc,custentity_shipping_days_to_customer,custentity_shopify_cust_type,custentity_sps_accept_tp_uom,custentity_sps_enable_if_to_inv_sourcing,custentity_sps_enable_invoice_workflow,custentity_sps_item_case_conversion,custentity_sps_lot_exp_flag,custentity_sps_lot_man_pack_qtys,custentity_sps_package_data_source,custentity_sps_sscc_ext_digit,custentity_sps_tp_price_accept,custentity_wmsse_asn_required,custentitymanual_fulfil_auth,custentitypromomashaccess,custpartnerrolesforsearch,dateclosed,dateconversion,datecreated,dategrosslead,datelead,dateprospect,daysoverduesearch,defaultallocationstrategy,defaultbankaccount,defaultbillingaddress,defaultorderpriority,defaultshippingaddress,depositbalancesearch,duplicate,email,emailpreference,emailtransactions,enddate,entityid,entitynumber,entitystatus,entitytitle,estimatedbudget,externalid,fax,faxtransactions,firstname,firstorderdate,firstsaledate,firstsaleperiod,fullname,giveaccess,globalsubscriptionstatus,groupinvoices,homephone,id,isautogeneratedrepresentingentity,isbudgetapproved,isexplicitconversion,isinactive,isjob,isperson,language,lastmodifieddate,lastname,lastorderdate,lastsaledate,lastsaleperiod,leadsource,middlename,mobilephone,negativenumberformat,numberformat,oncredithold,overduebalancesearch,parent,phone,prefccprocessor,pricelevel,printoncheckas,printtransactions,probability,receivablesaccount,reminderdays,representingsubsidiary,resalenumber,salesreadiness,salesrep,salutation,searchstage,shipcomplete,shippingcarrier,shippingitem,startdate,taxable,taxitem,terms,territory,thirdpartyacct,thirdpartycarrier,thirdpartycountry,thirdpartyzipcode,title,toplevelparent,unbilledorderssearch,unsubscribe,url,vatregnumber,custentity_bb_lead_time
NULL,CONSUMER,NULL,Fareway,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Fareway,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1055036 Fareway,F,NULL,NULL,T,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,1,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,40:31.0,NULL,40:31.0,NULL,NULL,NULL,0,NULL,NULL,4352369,NULL,4352369,0,F,trouse@farewaystores.com,PDF,T,NULL,C1055036,1055036,13,C1055036 Fareway,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,97,C1055036 Fareway,F,2,F,NULL,2989050,F,F,NULL,F,F,F,en_US,53:56.0,NULL,00:00.0,00:00.0,120,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(515) 432-2623,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2989050,0,T,NULL,42-0240920,21
NULL,CONSUMER,NULL,Topicz Novelart Manufacturing Co,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Topicz Novelart Manufacturing Co,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0923737 Topicz Novelart Manufacturing Co,F,NULL,NULL,T,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,Asteinke@topicz.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,33:39.0,NULL,33:39.0,NULL,NULL,NULL,0,NULL,NULL,2147976,NULL,2147976,0,F,apayable@topicz.com,PDF,T,NULL,C0923737,923737,13,C0923737 Topicz Novelart Manufacturing Co,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,83,C0923737 Topicz Novelart Manufacturing Co,F,2,F,NULL,1777795,F,F,NULL,F,F,F,en_US,59:15.0,NULL,00:00.0,00:00.0,83,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(513) 351-7700,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,1777795,0,T,NULL,00-699-9676,21
NULL,CONSUMER,NULL,Harris Teeter,NULL,37647.36,NULL,NULL,NULL,NULL,1,NULL,Harris Teeter,37647.36,10,0,12384,32817.6,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C1173695 Harris Teeter,F,NULL,NULL,T,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,mzaharis@harristeeter.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,49:45.0,NULL,49:45.0,NULL,NULL,NULL,10,NULL,NULL,6392348,NULL,6392348,0,F,mwilkenfeld@harristeeter.com,PDF,T,NULL,C1173695,1173695,13,C1173695 Harris Teeter,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,98,C1173695 Harris Teeter,F,2,F,NULL,4104456,F,F,NULL,F,F,F,en_US,54:26.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,12384,NULL,(704) 844-3100,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,4104456,32817.6,T,NULL,NULL,21
NULL,CONSUMER,NULL,Target Corporation,NULL,12520869.83,NULL,NULL,NULL,NULL,1,NULL,Target Corporation,12520869.83,105,0,3511177.4,23830.4,NULL,NULL,NULL,AUTO,NULL,14,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C1714537 Target Corporation,F,NULL,NULL,F,F,F,NULL,236,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,F,F,35,F,F,NULL,1,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,44:53.0,NULL,44:53.0,NULL,NULL,NULL,105,NULL,NULL,14407802,NULL,14407802,0,F,sammi@voyageurgroup.co,DEFAULT,F,NULL,C1714537,1714537,13,C1714537 Target Corporation,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,111,C1714537 Target Corporation,F,2,F,NULL,8108673,F,F,NULL,F,F,F,en_US,58:05.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,T,2624168.3,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,777156,NULL,Customer,F,nonups,NULL,NULL,F,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,8108673,23830.4,T,NULL,NULL,10
NULL,CONSUMER,NULL,Kwik Trip Inc,NULL,29721.6,NULL,NULL,NULL,NULL,1,itscan@kwiktrip.com  APDocs@kwiktrip.com  MiscInvoicing@kwiktrip.com,Kwik Trip Inc,29721.6,0,0,0,78019.2,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C1701447 Kwik Trip Inc,F,NULL,NULL,F,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,Jstalsberg@kwiktrip.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,19:54.0,NULL,19:54.0,NULL,NULL,NULL,0,NULL,NULL,13467632,NULL,13467632,0,F,itscan@kwiktrip.com,DEFAULT,T,NULL,C1701447,1701447,13,C1701447 Kwik Trip Inc,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,111,C1701447 Kwik Trip Inc,F,2,F,NULL,7989351,F,F,NULL,F,F,F,en_US,02:46.0,NULL,00:00.0,00:00.0,127,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(608) 793-6093,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,7989351,78019.2,T,NULL,FEIN 39-1036365,21
NULL,CONSUMER,NULL,Nassau Candy Distributors,NULL,43344,NULL,NULL,NULL,NULL,1,George Nero - AP vendorsolutions@nassaucandy.com,Nassau Candy Distributors,43344,0,0,0,60544.56,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1020928 Nassau Candy Distributors,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,16:22.0,NULL,16:22.0,NULL,NULL,NULL,0,NULL,NULL,3806516,NULL,3806516,0,F,accounts.payable@nassaucandy.com,PDF,T,NULL,C1020928,1020928,13,C1020928 Nassau Candy Distributors,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,90,C1020928 Nassau Candy Distributors,F,2,F,NULL,2709708,F,F,NULL,F,F,F,en_US,41:11.0,NULL,00:00.0,00:00.0,132,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,2709708,60544.56,T,NULL,13-3203250,21
NULL,CONSUMER,NULL,UNFI : UNFI Millbrook,NULL,406903.78,NULL,NULL,NULL,NULL,1,Send AR Statements to and inquiries to   unfinaturalresearch@unfi.com  Chelsea.Bellis@unfi.com  AP related correspondence: UNFInaturalresearch@unfi.com,UNFI Millbrook,538217.91,71,0,192838.14,590821.87,NULL,NULL,NULL,AUTO,NULL,10,1,T,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C0761150:1 UNFI Millbrook,F,NULL,NULL,F,T,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,unfinaturalresearch@unfi.com,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,T,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,33:35.0,NULL,33:35.0,NULL,NULL,NULL,71,NULL,NULL,918260,NULL,NULL,0,T,unfiapinvoices@unfi.com,PDF,F,NULL,C0761150:1,1,13,C0761150:1 UNFI Millbrook,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,85,C0761150 UNFI : C0761150:1 UNFI Millbrook,F,2,F,NULL,1247550,F,F,NULL,F,F,F,en_US,11:48.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,T,192838.14,773128,1 (877) 423-2443,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,773128,116680.9,T,NULL,50376157,21
NULL,CONSUMER,NULL,Wawa Inc,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Wawa Inc,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1162249 Wawa Inc,F,NULL,NULL,T,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,07:58.0,NULL,07:58.0,NULL,NULL,NULL,0,NULL,NULL,6186271,NULL,6186271,0,F,tammy.altman@wawa.com,PDF,T,NULL,C1162249,1162249,13,C1162249 Wawa Inc,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C1162249 Wawa Inc,F,2,F,NULL,3979741,F,F,NULL,F,F,F,en_US,01:35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(610) 358-8000,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,T,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,3979741,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,The Kroger Company,NULL,1618103.4,NULL,NULL,NULL,NULL,1,krogercorrespondence@prgx.com,The Kroger Company,1618103.4,17,0,243964.32,1675475.76,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C1731798 The Kroger Company,F,NULL,NULL,F,T,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,mary.spinelli@kroger.com,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,10:03.0,NULL,10:03.0,NULL,NULL,NULL,17,NULL,NULL,16269912,NULL,13877203,0,F,krogercorrespondence@prgx.com,DEFAULT,F,NULL,C1731798,1731798,13,C1731798 The Kroger Company,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,111,C1731798 The Kroger Company,F,2,F,NULL,8252602,F,F,NULL,F,F,F,en_US,22:10.0,NULL,00:00.0,00:00.0,129,NULL,NULL,NULL,NULL,NULL,F,243964.32,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,8252602,1675475.76,T,NULL,NULL,21
NULL,CONSUMER,NULL,LJ Zucca,NULL,0,NULL,NULL,NULL,NULL,1,NULL,LJ Zucca,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1718504 LJ Zucca,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,52:08.0,NULL,52:08.0,NULL,NULL,NULL,0,NULL,NULL,13694131,NULL,13694131,0,F,jauld@mya-sales.com,DEFAULT,T,NULL,C1718504,1718504,13,C1718504 LJ Zucca,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,124,C1718504 LJ Zucca,F,2,F,NULL,8141382,F,F,NULL,F,F,F,en_US,48:52.0,NULL,00:00.0,00:00.0,127,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,8141382,0,T,NULL,22-1890690,21
NULL,CONSUMER,NULL,Publix,NULL,204260.16,NULL,NULL,NULL,NULL,1,Autumn.Hosegood@publix.com,Publix,204260.16,0,0,0,1257774.72,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C1687278 Publix,F,NULL,NULL,F,F,T,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,50:48.0,NULL,50:48.0,NULL,NULL,NULL,0,NULL,NULL,13299272,NULL,13299272,0,F,Merchandise.Payables@Publix.com,DEFAULT,F,NULL,C1687278,1687278,13,C1687278 Publix,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,112,C1687278 Publix,F,2,F,NULL,7899044,F,F,NULL,F,F,F,en_US,19:36.0,NULL,00:00.0,00:00.0,131,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(863) 688-1188,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,7713508,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,7899044,1257774.72,T,NULL,590324412,21
NULL,CONSUMER,NULL,Denver Wholesale Foods,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Denver Wholesale Foods,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,F,C0873725 Denver Wholesale Foods,F,NULL,NULL,F,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,21:32.0,NULL,21:31.0,NULL,NULL,NULL,0,NULL,NULL,1049392,NULL,1049392,0,F,mstoltzfus@denverfoods.net,PDF,F,NULL,C0873725,873725,13,C0873725 Denver Wholesale Foods,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,83,C0873725 Denver Wholesale Foods,F,2,F,NULL,1338563,F,F,NULL,T,F,F,en_US,28:26.0,NULL,00:00.0,00:00.0,83,NULL,NULL,NULL,NULL,NULL,F,0,NULL,717738014,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,774810,NULL,Customer,F,nonups,NULL,NULL,T,95735,2,NULL,NULL,NULL,NULL,NULL,NULL,1338563,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,NU Inc,NULL,43453.44,NULL,NULL,NULL,NULL,1,skin@nuinc.co,NU Inc,43453.44,3,0,21490.56,28811.52,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1001291 NU Inc,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,dyoon@nuinc.co,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,16:05.0,NULL,16:05.0,NULL,NULL,NULL,3,NULL,NULL,3558129,NULL,3558129,0,F,jlee@nuinc.co,PDF,T,NULL,C1001291,1001291,13,C1001291 NU Inc,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,90,C1001291 NU Inc,F,2,F,NULL,2565491,F,F,NULL,F,F,F,en_US,11:41.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,21490.56,NULL,(201) 917-9045,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2565491,28811.52,T,NULL,81-2751271,21
NULL,CONSUMER,NULL,ALDI Grocery,NULL,693409.03,NULL,NULL,NULL,NULL,1,NULL,ALDI Grocery,693409.03,4,0,136408.39,329653.44,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C0808537 ALDI Grocery,F,NULL,NULL,F,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,APMinquiries@aldi.us,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,T,T,NULL,24:26.0,NULL,24:26.0,NULL,NULL,NULL,4,NULL,NULL,457770,NULL,457770,0,F,APM@aldi.us,PDF,F,NULL,C0808537,808537,13,C0808537 ALDI Grocery,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,83,C0808537 ALDI Grocery,F,2,F,NULL,940717,F,F,NULL,F,F,F,en_US,05:28.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,56836.87,NULL,(630) 425-7340,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,940717,329653.44,T,NULL,421051659,10
NULL,CONSUMER,NULL,Certco Inc.,NULL,86573.76,NULL,NULL,NULL,NULL,1,Dmoore@certcoinc.com,Certco Inc.,86573.76,8,0,12714.24,62497.92,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C0806394 Certco Inc.,F,NULL,NULL,T,T,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,06:03.0,NULL,06:03.0,NULL,NULL,NULL,8,NULL,NULL,435858,NULL,435858,0,F,AP@certcoinc.com,PDF,T,NULL,C0806394,806394,13,C0806394 Certco Inc.,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,79,C0806394 Certco Inc.,F,2,F,NULL,929507,F,F,NULL,F,F,F,en_US,38:57.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,12714.24,NULL,(608) 271-4500,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,929507,62497.92,T,NULL,39-0203490,21
NULL,CONSUMER,NULL,Food Pro Distributing,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Food Pro Distributing,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,T,8LVALLBUILTBRAN,NULL,NULL,F,C0990723 Food Pro Distributing,F,NULL,NULL,F,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,55:07.0,NULL,55:07.0,NULL,NULL,NULL,0,NULL,NULL,3426284,NULL,3426284,0,F,speace@foodprolasvegas.com,PDF,T,NULL,C0990723,990723,13,C0990723 Food Pro Distributing,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,89,C0990723 Food Pro Distributing,F,2,F,NULL,2477782,F,F,NULL,F,F,F,en_US,54:51.0,NULL,00:00.0,00:00.0,115,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(702) 891-0009,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2477782,0,T,NULL,88-0330156,21
